Date,Region,Temperature_Max_F,Temperature_Min_F,Precipitation_Inches,Wind_Speed_Max_MPH,Storm_Flag,Heatwave_Flag,Freeze_Flag
2023-07-05,Rural South,95.8,85.9,0.01,13.8,0,1,0
2023-07-06,Birmingham,96.2,77.6,0.11,6.8,0,1,0
2023-07-06,Montgomery,94.3,81.6,0.23,9.5,0,0,0
2023-07-06,Mobile,60.5,43.1,0.06,15.5,0,0,0
2023-07-06,Huntsville,82.9,71.0,0.0,23.6,0,0,0
2023-07-06,Rural North,79.0,69.0,0.08,8.8,0,0,0
2023-07-06,Rural South,75.0,67.2,0.04,10.1,0,0,0
2023-07-07,Birmingham,89.8,84.2,0.07,7.7,0,0,0
2023-07-07,Montgomery,58.3,43.4,0.33,13.1,0,0,0
2023-07-07,Mobile,73.7,53.9,0.09,9.2,0,0,0
2023-07-07,Huntsville,74.2,56.4,0.53,12.2,0,0,0
2023-07-07,Rural North,97.8,79.6,0.36,12.0,0,1,0
2023-07-07,Rural South,79.5,72.7,0.42,10.3,0,0,0
2023-07-08,Birmingham,86.1,77.5,0.25,19.1,0,0,0
2023-07-08,Montgomery,65.5,60.3,0.35,19.0,0,0,0
2023-07-08,Mobile,90.8,70.8,0.53,4.8,0,0,0
2023-07-08,Huntsville,67.1,48.7,0.0,9.8,0,0,0
2023-07-08,Rural North,97.0,80.1,0.17,5.4,0,1,0
2023-07-08,Rural South,68.9,56.4,0.19,8.3,0,0,0
2023-07-09,Birmingham,78.4,59.6,0.12,10.4,0,0,0
2023-07-09,Montgomery,83.7,68.0,0.02,7.4,0,0,0
2023-07-09,Mobile,62.1,49.4,0.21,14.3,0,0,0
2023-07-09,Huntsville,58.2,52.2,0.34,9.4,0,0,0
2023-07-09,Rural North,73.1,55.5,0.14,10.5,0,0,0
2023-07-09,Rural South,72.7,53.9,0.03,9.7,0,0,0
2023-07-10,Birmingham,66.3,50.5,0.2,11.7,0,0,0
2023-07-10,Montgomery,85.8,75.3,0.12,11.3,0,0,0
2023-07-10,Mobile,71.6,63.1,0.13,8.8,0,0,0
2023-07-10,Huntsville,75.8,61.0,0.08,0.7,0,0,0
2023-07-10,Rural North,99.7,81.2,0.28,9.2,0,1,0
2023-07-10,Rural South,85.9,67.1,0.28,5.5,0,0,0
2023-07-11,Birmingham,83.4,74.4,0.73,6.2,0,0,0
2023-07-11,Montgomery,62.9,52.4,0.06,9.0,0,0,0
2023-07-11,Mobile,87.0,77.9,0.32,15.4,0,0,0
2023-07-11,Huntsville,74.0,67.5,0.18,7.6,0,0,0
2023-07-11,Rural North,80.7,72.7,0.21,9.4,0,0,0
2023-07-11,Rural South,65.6,59.9,0.01,11.5,0,0,0
2023-07-12,Birmingham,81.9,68.6,0.07,4.2,0,0,0
2023-07-12,Montgomery,81.8,74.3,0.25,8.8,0,0,0
2023-07-12,Mobile,86.2,80.2,0.02,15.4,0,0,0
2023-07-12,Huntsville,85.8,67.4,0.82,3.3,0,0,0
2023-07-12,Rural North,93.4,75.6,0.05,4.4,0,0,0
2023-07-12,Rural South,91.1,79.6,0.19,9.8,0,0,0
2023-07-13,Birmingham,110.6,91.5,0.01,1.1,0,1,0
2023-07-13,Montgomery,79.4,70.8,0.16,2.3,0,0,0
2023-07-13,Mobile,86.8,73.0,0.1,6.9,0,0,0
2023-07-13,Huntsville,90.3,70.7,0.47,12.5,0,0,0
2023-07-13,Rural North,107.4,97.5,0.24,7.8,0,1,0
2023-07-13,Rural South,80.1,68.0,0.24,1.9,0,0,0
2023-07-14,Birmingham,68.7,60.6,0.28,19.6,0,0,0
2023-07-14,Montgomery,71.6,59.5,0.18,11.0,0,0,0
2023-07-14,Mobile,90.8,80.1,0.41,8.5,0,0,0
2023-07-14,Huntsville,77.7,63.8,0.14,1.8,0,0,0
2023-07-14,Rural North,63.3,45.0,0.14,8.9,0,0,0
2023-07-14,Rural South,80.6,68.1,0.02,16.4,0,0,0
2023-07-15,Birmingham,79.2,73.1,0.14,7.1,0,0,0
2023-07-15,Montgomery,91.8,81.0,0.08,3.5,0,0,0
2023-07-15,Mobile,81.0,74.2,0.36,12.2,0,0,0
2023-07-15,Huntsville,70.2,57.8,0.11,12.7,0,0,0
2023-07-15,Rural North,71.9,58.5,0.15,11.7,0,0,0
2023-07-15,Rural South,78.3,72.8,0.21,10.0,0,0,0
2023-07-16,Birmingham,85.9,77.6,0.09,12.3,0,0,0
2023-07-16,Montgomery,89.5,72.8,0.35,15.9,0,0,0
2023-07-16,Mobile,81.5,67.4,0.04,14.7,0,0,0
2023-07-16,Huntsville,67.7,57.7,0.29,2.8,0,0,0
2023-07-16,Rural North,86.0,79.7,0.16,13.9,0,0,0
2023-07-16,Rural South,102.7,87.2,0.66,1.8,0,1,0
2023-07-17,Birmingham,83.1,72.0,0.25,19.9,0,0,0
2023-07-17,Montgomery,99.0,82.9,0.04,5.2,0,1,0
2023-07-17,Mobile,64.5,47.3,0.03,6.2,0,0,0
2023-07-17,Huntsville,77.6,67.2,0.11,8.4,0,0,0
2023-07-17,Rural North,63.0,44.9,0.33,16.1,0,0,0
2023-07-17,Rural South,94.5,78.0,0.29,8.6,0,0,0
2023-07-18,Birmingham,68.4,61.7,0.2,13.9,0,0,0
2023-07-18,Montgomery,107.1,95.0,0.02,14.4,0,1,0
2023-07-18,Mobile,70.3,54.1,0.04,17.5,0,0,0
2023-07-18,Huntsville,66.4,49.7,0.32,18.4,0,0,0
2023-07-18,Rural North,84.2,71.2,0.09,10.3,0,0,0
2023-07-18,Rural South,81.7,74.3,0.16,3.5,0,0,0
2023-07-19,Birmingham,106.0,86.7,0.14,10.3,0,1,0
2023-07-19,Montgomery,73.3,66.3,0.08,9.2,0,0,0
2023-07-19,Mobile,69.2,51.7,0.04,9.9,0,0,0
2023-07-19,Huntsville,60.9,41.8,0.16,5.4,0,0,0
2023-07-19,Rural North,76.0,56.0,0.13,8.6,0,0,0
2023-07-19,Rural South,104.2,89.2,0.02,12.6,0,1,0
2023-07-20,Birmingham,82.6,69.6,0.1,2.1,0,0,0
2023-07-20,Montgomery,65.8,54.9,0.71,15.8,0,0,0
2023-07-20,Mobile,78.3,67.2,0.05,8.2,0,0,0
2023-07-20,Huntsville,58.6,48.9,0.0,14.4,0,0,0
2023-07-20,Rural North,87.0,69.1,0.19,9.0,0,0,0
2023-07-20,Rural South,47.3,34.6,0.0,9.0,0,0,0
2023-07-21,Birmingham,71.1,59.7,0.45,13.1,0,0,0
2023-07-21,Montgomery,95.2,78.9,0.02,12.2,0,1,0
2023-07-21,Mobile,74.8,59.3,0.28,12.6,0,0,0
2023-07-21,Huntsville,84.3,65.5,0.11,16.2,0,0,0
2023-07-21,Rural North,65.9,47.4,0.77,12.9,0,0,0
2023-07-21,Rural South,88.4,82.6,0.34,8.6,0,0,0
2023-07-22,Birmingham,87.4,78.5,0.01,9.8,0,0,0
2023-07-22,Montgomery,106.2,94.1,0.12,11.3,0,1,0
2023-07-22,Mobile,80.0,61.4,0.11,2.5,0,0,0
2023-07-22,Huntsville,92.6,79.0,0.08,13.7,0,0,0
2023-07-22,Rural North,83.5,66.0,0.06,21.8,0,0,0
2023-07-22,Rural South,71.2,62.0,0.19,6.7,0,0,0
2023-07-23,Birmingham,64.3,44.8,0.01,10.9,0,0,0
2023-07-23,Montgomery,72.5,66.0,0.3,11.2,0,0,0
2023-07-23,Mobile,49.0,33.7,0.38,10.8,0,0,0
2023-07-23,Huntsville,52.7,36.9,0.2,6.9,0,0,0
2023-07-23,Rural North,79.9,74.1,0.04,1.5,0,0,0
2023-07-23,Rural South,68.5,62.6,0.66,6.0,0,0,0
2023-07-24,Birmingham,81.8,72.0,0.12,10.0,0,0,0
2023-07-24,Montgomery,63.5,44.3,0.05,11.7,0,0,0
2023-07-24,Mobile,74.9,60.0,0.08,8.5,0,0,0
2023-07-24,Huntsville,42.8,35.6,0.28,17.8,0,0,0
2023-07-24,Rural North,74.7,64.0,0.57,8.9,0,0,0
2023-07-24,Rural South,100.3,83.6,0.26,3.8,0,1,0
2023-07-25,Birmingham,64.5,45.1,0.31,11.1,0,0,0
2023-07-25,Montgomery,80.3,71.9,0.49,12.4,0,0,0
2023-07-25,Mobile,76.9,71.5,0.0,9.3,0,0,0
2023-07-25,Huntsville,68.8,50.1,0.09,6.6,0,0,0
2023-07-25,Rural North,67.2,55.5,0.09,13.0,0,0,0
2023-07-25,Rural South,86.8,79.0,0.31,17.0,0,0,0
2023-07-26,Birmingham,98.0,79.8,0.37,11.5,0,1,0
2023-07-26,Montgomery,77.0,59.5,0.33,8.9,0,0,0
2023-07-26,Mobile,62.1,53.9,0.73,8.2,0,0,0
2023-07-26,Huntsville,77.2,62.6,0.3,6.9,0,0,0
2023-07-26,Rural North,63.7,55.2,0.29,17.0,0,0,0
2023-07-26,Rural South,65.5,45.8,0.3,9.0,0,0,0
2023-07-27,Birmingham,58.2,40.8,0.05,15.7,0,0,0
2023-07-27,Montgomery,78.1,62.7,0.58,7.5,0,0,0
2023-07-27,Mobile,75.6,67.1,0.27,9.2,0,0,0
2023-07-27,Huntsville,108.3,88.6,0.14,10.8,0,1,0
2023-07-27,Rural North,76.5,56.7,0.09,5.3,0,0,0
2023-07-27,Rural South,86.6,73.7,0.57,10.0,0,0,0
2023-07-28,Birmingham,69.8,59.7,0.44,8.5,0,0,0
2023-07-28,Montgomery,96.6,86.9,1.01,6.9,1,1,0
2023-07-28,Mobile,78.8,62.0,0.17,17.1,0,0,0
2023-07-28,Huntsville,96.8,81.6,0.11,2.8,0,1,0
2023-07-28,Rural North,69.8,54.6,0.2,12.1,0,0,0
2023-07-28,Rural South,73.9,64.8,0.23,13.8,0,0,0
2023-07-29,Birmingham,95.1,76.3,0.16,15.0,0,1,0
2023-07-29,Montgomery,98.0,84.0,0.17,7.0,0,1,0
2023-07-29,Mobile,116.0,103.7,0.38,9.6,0,1,0
2023-07-29,Huntsville,62.6,53.8,0.47,9.8,0,0,0
2023-07-29,Rural North,65.9,53.6,0.2,12.7,0,0,0
2023-07-29,Rural South,84.3,71.6,0.53,10.1,0,0,0
2023-07-30,Birmingham,84.8,74.0,1.19,15.6,1,0,0
2023-07-30,Montgomery,97.7,77.8,0.08,19.2,0,1,0
2023-07-30,Mobile,75.9,55.9,0.09,7.2,0,0,0
2023-07-30,Huntsville,51.1,31.7,0.06,8.8,0,0,1
2023-07-30,Rural North,70.8,64.9,0.01,11.0,0,0,0
2023-07-30,Rural South,77.4,66.4,0.07,0.6,0,0,0
2023-07-31,Birmingham,76.2,56.5,0.2,21.5,0,0,0
2023-07-31,Montgomery,73.5,56.8,0.21,6.4,0,0,0
2023-07-31,Mobile,110.7,93.8,0.03,12.9,0,1,0
2023-07-31,Huntsville,93.1,73.6,0.51,13.7,0,0,0
2023-07-31,Rural North,83.1,75.8,0.26,11.6,0,0,0
2023-07-31,Rural South,49.4,40.1,0.2,10.3,0,0,0
2023-08-01,Birmingham,70.0,61.1,0.1,1.5,0,0,0
2023-08-01,Montgomery,41.2,33.0,0.03,5.3,0,0,0
2023-08-01,Mobile,72.7,61.3,0.25,9.4,0,0,0
2023-08-01,Huntsville,102.2,82.2,0.11,18.3,0,1,0
2023-08-01,Rural North,73.8,57.6,0.16,3.6,0,0,0
2023-08-01,Rural South,41.3,21.7,0.22,8.7,0,0,1
2023-08-02,Birmingham,82.1,68.9,0.07,18.6,0,0,0
2023-08-02,Montgomery,90.8,84.9,0.72,5.7,0,0,0
2023-08-02,Mobile,83.8,68.8,0.21,11.6,0,0,0
2023-08-02,Huntsville,85.0,72.2,0.04,11.0,0,0,0
2023-08-02,Rural North,80.9,66.1,0.41,5.7,0,0,0
2023-08-02,Rural South,84.2,65.6,0.49,12.7,0,0,0
2023-08-03,Birmingham,66.7,49.2,0.88,2.7,0,0,0
2023-08-03,Montgomery,88.7,76.4,0.22,2.6,0,0,0
2023-08-03,Mobile,76.9,61.0,0.16,14.5,0,0,0
2023-08-03,Huntsville,94.8,77.9,0.1,10.5,0,0,0
2023-08-03,Rural North,63.1,57.7,0.11,9.6,0,0,0
2023-08-03,Rural South,118.5,98.6,0.08,18.4,0,1,0
2023-08-04,Birmingham,93.1,79.5,0.36,23.4,0,0,0
2023-08-04,Montgomery,74.4,61.1,0.01,4.7,0,0,0
2023-08-04,Mobile,61.7,54.5,0.6,2.3,0,0,0
2023-08-04,Huntsville,97.0,78.3,0.13,2.9,0,1,0
2023-08-04,Rural North,78.9,70.1,0.24,5.6,0,0,0
2023-08-04,Rural South,95.8,80.5,0.48,8.2,0,1,0
2023-08-05,Birmingham,99.4,82.2,0.01,7.5,0,1,0
2023-08-05,Montgomery,89.0,75.0,0.03,6.1,0,0,0
2023-08-05,Mobile,91.5,78.7,0.72,13.1,0,0,0
2023-08-05,Huntsville,97.0,77.4,0.02,6.2,0,1,0
2023-08-05,Rural North,65.1,57.4,0.07,12.8,0,0,0
2023-08-05,Rural South,89.6,72.8,0.0,15.0,0,0,0
2023-08-06,Birmingham,82.3,69.1,0.19,1.6,0,0,0
2023-08-06,Montgomery,46.5,27.6,0.23,1.6,0,0,1
2023-08-06,Mobile,69.7,53.2,0.31,10.7,0,0,0
2023-08-06,Huntsville,65.2,51.1,0.23,20.3,0,0,0
2023-08-06,Rural North,66.1,50.2,0.05,15.8,0,0,0
2023-08-06,Rural South,85.4,68.6,0.11,14.1,0,0,0
2023-08-07,Birmingham,84.9,69.2,0.4,6.3,0,0,0
2023-08-07,Montgomery,93.2,76.0,0.03,7.1,0,0,0
2023-08-07,Mobile,71.1,58.6,0.04,6.4,0,0,0
2023-08-07,Huntsville,70.4,63.1,0.01,6.7,0,0,0
2023-08-07,Rural North,71.1,56.6,0.01,2.9,0,0,0
2023-08-07,Rural South,70.3,59.5,0.42,2.7,0,0,0
2023-08-08,Birmingham,77.8,72.4,0.01,5.5,0,0,0
2023-08-08,Montgomery,66.7,54.9,0.12,10.6,0,0,0
2023-08-08,Mobile,86.6,76.3,0.03,11.6,0,0,0
2023-08-08,Huntsville,70.7,63.7,0.03,3.4,0,0,0
2023-08-08,Rural North,75.9,66.3,0.22,8.3,0,0,0
2023-08-08,Rural South,119.1,105.9,0.68,4.3,0,1,0
2023-08-09,Birmingham,118.1,101.6,0.21,13.9,0,1,0
2023-08-09,Montgomery,77.7,69.1,0.4,7.4,0,0,0
2023-08-09,Mobile,78.1,65.3,0.04,14.7,0,0,0
2023-08-09,Huntsville,77.5,68.8,0.18,8.5,0,0,0
2023-08-09,Rural North,67.2,48.3,0.01,7.7,0,0,0
2023-08-09,Rural South,60.0,45.1,0.12,15.8,0,0,0
2023-08-10,Birmingham,72.7,64.1,0.26,6.0,0,0,0
2023-08-10,Montgomery,36.7,25.4,0.18,12.6,0,0,1
2023-08-10,Mobile,86.3,68.9,0.15,15.5,0,0,0
2023-08-10,Huntsville,77.4,58.0,0.3,5.9,0,0,0
2023-08-10,Rural North,66.6,60.4,0.06,12.4,0,0,0
2023-08-10,Rural South,92.2,86.2,0.01,16.3,0,0,0
2023-08-11,Birmingham,75.9,61.5,0.17,4.5,0,0,0
2023-08-11,Montgomery,61.7,42.8,0.01,7.2,0,0,0
2023-08-11,Mobile,108.8,96.5,0.23,8.8,0,1,0
2023-08-11,Huntsville,85.8,73.6,0.08,3.6,0,0,0
2023-08-11,Rural North,83.4,71.8,0.3,13.3,0,0,0
2023-08-11,Rural South,85.1,71.2,0.02,9.7,0,0,0
2023-08-12,Birmingham,107.4,100.1,0.28,14.6,0,1,0
2023-08-12,Montgomery,72.8,61.9,0.59,11.0,0,0,0
2023-08-12,Mobile,80.0,63.3,0.02,4.4,0,0,0
2023-08-12,Huntsville,83.3,72.4,0.02,16.6,0,0,0
2023-08-12,Rural North,107.4,91.1,0.13,3.9,0,1,0
2023-08-12,Rural South,105.9,95.0,0.02,9.9,0,1,0
2023-08-13,Birmingham,80.8,69.8,0.27,9.9,0,0,0
2023-08-13,Montgomery,87.4,68.6,0.28,10.0,0,0,0
2023-08-13,Mobile,72.1,55.1,0.32,15.0,0,0,0
2023-08-13,Huntsville,68.3,61.8,0.28,18.3,0,0,0
2023-08-13,Rural North,66.6,61.0,0.37,6.9,0,0,0
2023-08-13,Rural South,77.6,63.9,0.24,5.6,0,0,0
2023-08-14,Birmingham,98.5,83.3,0.3,9.4,0,1,0
2023-08-14,Montgomery,85.3,67.8,0.29,8.5,0,0,0
2023-08-14,Mobile,91.1,83.5,0.02,9.3,0,0,0
2023-08-14,Huntsville,73.4,55.4,0.2,10.6,0,0,0
2023-08-14,Rural North,64.7,57.6,0.04,4.1,0,0,0
2023-08-14,Rural South,77.2,63.4,0.25,20.3,0,0,0
2023-08-15,Birmingham,71.1,54.7,0.02,13.4,0,0,0
2023-08-15,Montgomery,80.2,64.3,0.67,6.6,0,0,0
2023-08-15,Mobile,52.5,38.5,0.55,1.9,0,0,0
2023-08-15,Huntsville,94.8,82.0,0.23,13.0,0,0,0
2023-08-15,Rural North,78.3,60.2,0.04,4.9,0,0,0
2023-08-15,Rural South,82.8,64.1,0.06,12.3,0,0,0
2023-08-16,Birmingham,81.9,64.8,0.46,17.2,0,0,0
2023-08-16,Montgomery,86.6,81.1,0.15,18.8,0,0,0
2023-08-16,Mobile,84.3,69.6,0.06,8.8,0,0,0
2023-08-16,Huntsville,55.8,37.0,0.57,5.2,0,0,0
2023-08-16,Rural North,73.0,56.6,0.18,14.7,0,0,0
2023-08-16,Rural South,87.3,75.5,0.06,9.0,0,0,0
2023-08-17,Birmingham,89.7,75.0,0.57,3.9,0,0,0
2023-08-17,Montgomery,78.1,69.9,0.1,9.2,0,0,0
2023-08-17,Mobile,36.2,17.4,0.23,15.7,0,0,1
2023-08-17,Huntsville,86.3,73.5,0.19,11.8,0,0,0
2023-08-17,Rural North,96.5,81.6,0.15,6.2,0,1,0
2023-08-17,Rural South,86.9,77.8,0.14,8.4,0,0,0
2023-08-18,Birmingham,66.9,48.1,0.02,12.8,0,0,0
2023-08-18,Montgomery,89.4,74.8,0.02,12.3,0,0,0
2023-08-18,Mobile,101.3,94.7,0.05,1.9,0,1,0
2023-08-18,Huntsville,84.5,68.9,0.04,4.7,0,0,0
2023-08-18,Rural North,73.5,55.6,0.22,13.7,0,0,0
2023-08-18,Rural South,64.9,47.0,0.2,16.9,0,0,0
2023-08-19,Birmingham,59.1,53.2,0.65,9.3,0,0,0
2023-08-19,Montgomery,80.7,69.4,0.34,12.4,0,0,0
2023-08-19,Mobile,58.8,40.4,0.08,0.1,0,0,0
2023-08-19,Huntsville,87.4,68.8,0.32,9.9,0,0,0
2023-08-19,Rural North,90.8,77.1,0.19,19.1,0,0,0
2023-08-19,Rural South,91.0,85.5,0.29,6.9,0,0,0
2023-08-20,Birmingham,109.8,102.8,0.17,16.1,0,1,0
2023-08-20,Montgomery,91.0,85.7,0.03,14.7,0,0,0
2023-08-20,Mobile,80.9,63.7,0.04,2.6,0,0,0
2023-08-20,Huntsville,98.4,87.8,0.12,10.2,0,1,0
2023-08-20,Rural North,109.4,99.6,0.11,10.2,0,1,0
2023-08-20,Rural South,72.7,57.8,0.06,17.7,0,0,0
2023-08-21,Birmingham,66.2,60.8,0.38,10.2,0,0,0
2023-08-21,Montgomery,93.7,79.1,0.42,3.6,0,0,0
2023-08-21,Mobile,84.7,73.9,0.55,9.8,0,0,0
2023-08-21,Huntsville,57.2,44.9,0.24,9.5,0,0,0
2023-08-21,Rural North,78.3,66.1,0.15,4.0,0,0,0
2023-08-21,Rural South,78.6,71.3,0.08,7.4,0,0,0
2023-08-22,Birmingham,80.2,68.7,0.13,6.1,0,0,0
2023-08-22,Montgomery,63.4,43.4,0.32,11.4,0,0,0
2023-08-22,Mobile,101.2,90.7,0.53,5.6,0,1,0
2023-08-22,Huntsville,71.7,62.4,0.06,8.1,0,0,0
2023-08-22,Rural North,71.7,58.7,0.03,10.0,0,0,0
2023-08-22,Rural South,70.1,56.3,0.43,12.1,0,0,0
2023-08-23,Birmingham,44.4,32.5,0.01,7.3,0,0,0
2023-08-23,Montgomery,72.0,53.1,0.13,9.2,0,0,0
2023-08-23,Mobile,73.2,53.3,0.03,1.3,0,0,0
2023-08-23,Huntsville,90.2,81.7,0.07,10.2,0,0,0
2023-08-23,Rural North,81.6,68.0,0.21,7.8,0,0,0
2023-08-23,Rural South,83.2,75.6,0.01,15.0,0,0,0
2023-08-24,Birmingham,82.4,66.8,0.07,7.2,0,0,0
2023-08-24,Montgomery,69.9,55.0,0.48,15.5,0,0,0
2023-08-24,Mobile,86.9,81.8,0.31,7.9,0,0,0
2023-08-24,Huntsville,79.6,72.9,0.14,8.6,0,0,0
2023-08-24,Rural North,87.0,70.3,0.15,15.8,0,0,0
2023-08-24,Rural South,97.5,90.0,0.1,17.6,0,1,0
2023-08-25,Birmingham,96.4,88.4,0.16,15.3,0,1,0
2023-08-25,Montgomery,83.2,67.3,0.29,8.3,0,0,0
2023-08-25,Mobile,74.4,64.7,0.04,6.2,0,0,0
2023-08-25,Huntsville,81.3,67.3,0.1,8.9,0,0,0
2023-08-25,Rural North,59.0,52.3,0.07,5.3,0,0,0
2023-08-25,Rural South,75.6,68.3,0.13,10.2,0,0,0
2023-08-26,Birmingham,72.5,62.2,0.09,7.6,0,0,0
2023-08-26,Montgomery,71.2,58.4,0.17,8.0,0,0,0
2023-08-26,Mobile,93.0,75.2,0.76,8.1,0,0,0
2023-08-26,Huntsville,110.5,90.8,0.41,12.0,0,1,0
2023-08-26,Rural North,87.4,73.1,0.43,12.1,0,0,0
2023-08-26,Rural South,83.7,73.5,0.14,14.9,0,0,0
2023-08-27,Birmingham,84.2,66.7,0.04,0.3,0,0,0
2023-08-27,Montgomery,84.9,73.9,0.09,7.0,0,0,0
2023-08-27,Mobile,46.5,40.5,0.01,2.9,0,0,0
2023-08-27,Huntsville,67.3,58.8,0.38,9.1,0,0,0
2023-08-27,Rural North,84.3,72.7,0.18,9.2,0,0,0
2023-08-27,Rural South,111.2,103.3,0.5,6.0,0,1,0
2023-08-28,Birmingham,88.9,75.2,0.01,6.3,0,0,0
2023-08-28,Montgomery,63.7,53.3,0.14,9.3,0,0,0
2023-08-28,Mobile,61.4,49.6,0.19,5.9,0,0,0
2023-08-28,Huntsville,83.2,74.4,0.54,15.1,0,0,0
2023-08-28,Rural North,71.7,65.1,0.19,6.4,0,0,0
2023-08-28,Rural South,90.3,72.2,0.17,14.6,0,0,0
2023-08-29,Birmingham,93.1,80.9,0.13,5.5,0,0,0
2023-08-29,Montgomery,89.1,71.1,0.11,6.3,0,0,0
2023-08-29,Mobile,73.5,66.7,0.08,8.3,0,0,0
2023-08-29,Huntsville,72.7,58.2,0.03,16.1,0,0,0
2023-08-29,Rural North,91.5,79.5,0.28,15.9,0,0,0
2023-08-29,Rural South,88.6,76.2,0.34,11.5,0,0,0
2023-08-30,Birmingham,102.3,95.1,0.08,14.2,0,1,0
2023-08-30,Montgomery,73.7,60.9,0.03,8.5,0,0,0
2023-08-30,Mobile,78.6,64.9,0.06,2.7,0,0,0
2023-08-30,Huntsville,85.5,69.5,0.05,7.4,0,0,0
2023-08-30,Rural North,66.8,52.4,0.24,13.7,0,0,0
2023-08-30,Rural South,60.9,47.1,0.01,5.8,0,0,0
2023-08-31,Birmingham,82.4,67.1,0.33,4.9,0,0,0
2023-08-31,Montgomery,77.9,69.7,0.44,7.7,0,0,0
2023-08-31,Mobile,81.0,66.6,0.12,11.0,0,0,0
2023-08-31,Huntsville,70.9,59.5,0.03,7.0,0,0,0
2023-08-31,Rural North,102.3,84.1,0.16,5.1,0,1,0
2023-08-31,Rural South,59.4,42.3,0.18,10.9,0,0,0
2023-09-01,Birmingham,81.9,67.9,0.07,11.9,0,0,0
2023-09-01,Montgomery,104.5,95.1,0.01,15.1,0,1,0
2023-09-01,Mobile,79.9,69.1,0.25,20.0,0,0,0
2023-09-01,Huntsville,67.0,61.1,0.05,15.8,0,0,0
2023-09-01,Rural North,76.7,69.4,0.41,12.2,0,0,0
2023-09-01,Rural South,85.3,70.8,0.04,17.3,0,0,0
2023-09-02,Birmingham,102.1,94.4,0.27,21.4,0,1,0
2023-09-02,Montgomery,78.5,63.7,0.32,8.4,0,0,0
2023-09-02,Mobile,91.9,81.4,0.67,10.6,0,0,0
2023-09-02,Huntsville,78.3,59.5,0.16,2.2,0,0,0
2023-09-02,Rural North,89.9,70.8,0.05,11.1,0,0,0
2023-09-02,Rural South,80.0,62.4,0.11,7.2,0,0,0
2023-09-03,Birmingham,89.2,73.9,0.19,9.9,0,0,0
2023-09-03,Montgomery,90.0,73.3,0.05,13.2,0,0,0
2023-09-03,Mobile,80.2,74.5,0.0,9.5,0,0,0
2023-09-03,Huntsville,94.2,78.4,0.08,8.9,0,0,0
2023-09-03,Rural North,83.4,63.7,0.16,6.5,0,0,0
2023-09-03,Rural South,67.4,47.9,0.42,8.9,0,0,0
2023-09-04,Birmingham,79.6,65.9,0.18,0.1,0,0,0
2023-09-04,Montgomery,82.2,75.4,0.19,11.3,0,0,0
2023-09-04,Mobile,88.1,75.7,0.07,6.0,0,0,0
2023-09-04,Huntsville,77.6,67.2,0.02,18.3,0,0,0
2023-09-04,Rural North,74.7,65.7,0.05,7.1,0,0,0
2023-09-04,Rural South,83.7,71.3,0.2,5.9,0,0,0
2023-09-05,Birmingham,116.2,98.3,0.01,7.0,0,1,0
2023-09-05,Montgomery,53.4,45.5,0.06,12.5,0,0,0
2023-09-05,Mobile,55.0,41.8,0.35,8.4,0,0,0
2023-09-05,Huntsville,78.2,66.3,0.31,8.5,0,0,0
2023-09-05,Rural North,66.0,60.3,0.19,8.8,0,0,0
2023-09-05,Rural South,46.9,27.5,0.32,8.5,0,0,1
2023-09-06,Birmingham,89.8,71.9,0.39,7.4,0,0,0
2023-09-06,Montgomery,72.2,62.2,0.44,14.3,0,0,0
2023-09-06,Mobile,72.9,66.7,0.27,2.3,0,0,0
2023-09-06,Huntsville,107.4,97.7,0.26,13.2,0,1,0
2023-09-06,Rural North,85.8,80.7,0.21,10.2,0,0,0
2023-09-06,Rural South,72.1,58.6,0.1,8.0,0,0,0
2023-09-07,Birmingham,54.6,38.1,0.2,10.5,0,0,0
2023-09-07,Montgomery,104.8,88.4,0.16,13.3,0,1,0
2023-09-07,Mobile,73.9,67.3,0.04,6.9,0,0,0
2023-09-07,Huntsville,80.8,65.2,0.03,5.9,0,0,0
2023-09-07,Rural North,79.1,59.6,0.18,7.0,0,0,0
2023-09-07,Rural South,72.0,53.1,0.11,12.8,0,0,0
2023-09-08,Birmingham,83.3,66.3,0.31,0.6,0,0,0
2023-09-08,Montgomery,62.8,55.6,0.06,7.9,0,0,0
2023-09-08,Mobile,59.2,41.7,0.24,13.6,0,0,0
2023-09-08,Huntsville,77.8,64.2,0.05,15.8,0,0,0
2023-09-08,Rural North,94.8,86.7,0.1,5.4,0,0,0
2023-09-08,Rural South,91.5,84.9,0.38,5.6,0,0,0
2023-09-09,Birmingham,80.0,69.4,0.03,7.7,0,0,0
2023-09-09,Montgomery,84.8,70.9,0.04,10.5,0,0,0
2023-09-09,Mobile,85.1,80.0,0.02,15.4,0,0,0
2023-09-09,Huntsville,63.3,54.2,0.09,15.2,0,0,0
2023-09-09,Rural North,88.9,80.0,0.28,13.1,0,0,0
2023-09-09,Rural South,68.2,49.5,0.11,7.2,0,0,0
2023-09-10,Birmingham,64.5,57.9,0.27,11.9,0,0,0
2023-09-10,Montgomery,91.5,79.8,0.4,16.0,0,0,0
2023-09-10,Mobile,87.4,79.3,0.03,8.7,0,0,0
2023-09-10,Huntsville,63.9,49.0,0.03,4.1,0,0,0
2023-09-10,Rural North,92.7,83.4,0.1,2.1,0,0,0
2023-09-10,Rural South,77.6,58.2,0.25,10.4,0,0,0
