Ticket_ID,Region,Outage_ID,Opened_Time,Resolution_Time_Minutes,Closed_Time,Customer_Satisfaction_Score,Channel
1293,Huntsville,4937,2024-02-19 17:13:00,11,2024-02-19 17:24:00,2,Mobile App
1294,Montgomery,2927,2023-08-10 13:29:00,93,2023-08-10 15:02:00,5,Call
1295,Rural South,1509,2024-03-04 00:09:00,102,2024-03-04 01:51:00,1,Call
1296,Montgomery,1608,2024-05-13 06:01:00,87,2024-05-13 07:28:00,3,Website
1297,Montgomery,1063,2023-06-26 04:58:00,5,2023-06-26 05:03:00,4,Call
1298,Mobile,1524,2024-08-29 19:18:00,88,2024-08-29 20:46:00,4,Mobile App
1299,Birmingham,2223,2023-10-28 16:10:00,191,2023-10-28 19:21:00,1,In-person
1300,Montgomery,1807,2024-02-15 14:15:00,167,2024-02-15 17:02:00,4,In-person
1301,Huntsville,2397,2023-03-20 07:59:00,31,2023-03-20 08:30:00,3,Website
1302,Birmingham,2864,2023-01-11 01:23:00,18,2023-01-11 01:41:00,2,Call
1303,Mobile,4797,2024-06-17 19:24:00,33,2024-06-17 19:57:00,5,In-person
1304,Rural South,4158,2023-05-22 08:57:00,213,2023-05-22 12:30:00,3,Call
1305,Birmingham,2273,2023-10-01 12:39:00,164,2023-10-01 15:23:00,2,In-person
1306,Rural South,1573,2024-10-09 03:26:00,105,2024-10-09 05:11:00,5,Website
1307,Montgomery,2357,2023-10-29 12:21:00,206,2023-10-29 15:47:00,5,Call
1308,Rural South,1705,2023-04-09 02:21:00,210,2023-04-09 05:51:00,3,Call
1309,Rural South,4310,2023-05-01 21:47:00,388,2023-05-02 04:15:00,4,Call
1310,Birmingham,2893,2023-06-01 05:36:00,4,2023-06-01 05:40:00,4,Website
1311,Huntsville,4661,2024-11-16 19:42:00,13,2024-11-16 19:55:00,1,Website
1312,Birmingham,1613,2023-03-21 07:55:00,408,2023-03-21 14:43:00,2,Mobile App
1313,Mobile,54,2024-01-16 23:23:00,176,2024-01-17 02:19:00,4,Website
1314,Montgomery,338,2024-12-25 19:58:00,335,2024-12-26 01:33:00,2,In-person
1315,Huntsville,892,2023-08-26 11:07:00,51,2023-08-26 11:58:00,1,Mobile App
1316,Huntsville,732,2023-01-31 05:01:00,131,2023-01-31 07:12:00,3,Mobile App
1317,Rural North,3351,2023-09-20 16:04:00,71,2023-09-20 17:15:00,3,Mobile App
1318,Mobile,1403,2024-06-18 01:19:00,53,2024-06-18 02:12:00,4,Call
1319,Rural South,1281,2023-12-15 15:53:00,401,2023-12-15 22:34:00,4,Mobile App
1320,Rural North,756,2024-07-02 21:39:00,34,2024-07-02 22:13:00,5,Website
1321,Montgomery,4269,2023-02-26 08:58:00,37,2023-02-26 09:35:00,4,Mobile App
1322,Rural North,4109,2024-09-28 12:27:00,15,2024-09-28 12:42:00,1,Call
1323,Mobile,2722,2024-09-28 08:47:00,61,2024-09-28 09:48:00,1,In-person
1324,Montgomery,2066,2023-01-13 01:18:00,40,2023-01-13 01:58:00,3,Website
1325,Rural North,3784,2023-11-19 14:19:00,91,2023-11-19 15:50:00,4,Call
1326,Montgomery,2101,2024-06-28 21:40:00,146,2024-06-29 00:06:00,2,Mobile App
1327,Rural South,231,2023-08-13 23:13:00,442,2023-08-14 06:35:00,5,Mobile App
1328,Birmingham,702,2024-06-03 01:17:00,68,2024-06-03 02:25:00,2,Mobile App
1329,Birmingham,1629,2023-09-08 18:17:00,17,2023-09-08 18:34:00,3,Mobile App
1330,Birmingham,1153,2024-09-30 12:53:00,146,2024-09-30 15:19:00,3,Call
1331,Mobile,3330,2024-04-06 22:12:00,168,2024-04-07 01:00:00,4,Website
1332,Mobile,2125,2023-07-13 11:45:00,27,2023-07-13 12:12:00,2,Call
1333,Mobile,3203,2023-07-11 01:03:00,44,2023-07-11 01:47:00,1,In-person
1334,Rural South,2113,2023-02-04 05:53:00,29,2023-02-04 06:22:00,4,In-person
1335,Rural North,2791,2023-08-03 21:50:00,167,2023-08-04 00:37:00,5,Mobile App
1336,Huntsville,2503,2023-07-20 16:13:00,51,2023-07-20 17:04:00,2,Call
1337,Rural South,2833,2023-08-26 19:03:00,632,2023-08-27 05:35:00,4,Mobile App
1338,Birmingham,1717,2023-09-24 04:21:00,100,2023-09-24 06:01:00,5,Call
1339,Montgomery,3867,2023-04-27 16:40:00,186,2023-04-27 19:46:00,5,Call
1340,Mobile,4842,2023-07-18 09:37:00,56,2023-07-18 10:33:00,2,In-person
1341,Rural South,3770,2024-06-24 13:57:00,109,2024-06-24 15:46:00,1,In-person
1342,Rural South,315,2023-11-14 20:09:00,31,2023-11-14 20:40:00,3,Website
1343,Montgomery,3718,2024-03-14 20:16:00,98,2024-03-14 21:54:00,2,Call
1344,Huntsville,3340,2023-02-28 04:40:00,8,2023-02-28 04:48:00,5,Mobile App
1345,Huntsville,1938,2024-04-28 14:16:00,238,2024-04-28 18:14:00,1,Mobile App
1346,Montgomery,1893,2023-02-26 04:49:00,12,2023-02-26 05:01:00,4,Website
1347,Mobile,4472,2024-02-15 01:30:00,32,2024-02-15 02:02:00,5,In-person
1348,Mobile,267,2024-01-15 11:15:00,161,2024-01-15 13:56:00,1,Website
1349,Mobile,1554,2024-06-26 08:12:00,84,2024-06-26 09:36:00,2,Website
1350,Rural South,982,2024-07-07 14:48:00,365,2024-07-07 20:53:00,5,Mobile App
1351,Huntsville,798,2024-06-07 00:36:00,8,2024-06-07 00:44:00,2,In-person
1352,Birmingham,2524,2023-11-26 16:26:00,185,2023-11-26 19:31:00,2,Mobile App
1353,Birmingham,4071,2024-06-22 16:44:00,158,2024-06-22 19:22:00,3,In-person
1354,Huntsville,1546,2024-11-08 13:19:00,39,2024-11-08 13:58:00,3,In-person
1355,Birmingham,3706,2023-08-14 20:41:00,33,2023-08-14 21:14:00,1,Call
1356,Rural North,4075,2023-08-27 01:00:00,46,2023-08-27 01:46:00,1,Mobile App
1357,Montgomery,1346,2023-05-25 03:24:00,64,2023-05-25 04:28:00,5,In-person
1358,Rural North,114,2024-08-22 23:21:00,161,2024-08-23 02:02:00,2,Mobile App
1359,Montgomery,4008,2024-07-12 21:04:00,106,2024-07-12 22:50:00,2,In-person
1360,Rural South,419,2023-08-29 13:36:00,42,2023-08-29 14:18:00,1,Mobile App
1361,Rural North,2839,2023-05-03 06:22:00,4,2023-05-03 06:26:00,5,Call
1362,Mobile,2728,2023-01-28 17:59:00,228,2023-01-28 21:47:00,1,Call
1363,Rural North,1386,2023-02-11 11:16:00,91,2023-02-11 12:47:00,3,In-person
1364,Montgomery,3893,2024-06-11 23:20:00,263,2024-06-12 03:43:00,3,Website
1365,Rural South,238,2024-08-27 00:58:00,11,2024-08-27 01:09:00,4,In-person
1366,Rural South,1932,2023-04-27 16:04:00,31,2023-04-27 16:35:00,1,In-person
1367,Rural South,3613,2023-02-24 22:47:00,86,2023-02-25 00:13:00,5,Call
1368,Montgomery,4618,2023-09-06 01:53:00,48,2023-09-06 02:41:00,2,Call
1369,Huntsville,3746,2023-09-19 06:46:00,46,2023-09-19 07:32:00,4,Website
1370,Rural South,1066,2023-08-23 07:23:00,188,2023-08-23 10:31:00,4,Website
1371,Rural South,1134,2023-06-18 03:39:00,38,2023-06-18 04:17:00,2,In-person
1372,Montgomery,4944,2023-03-23 00:44:00,42,2023-03-23 01:26:00,3,Website
1373,Mobile,198,2024-04-11 04:30:00,44,2024-04-11 05:14:00,5,Call
1374,Montgomery,3816,2024-01-17 07:27:00,42,2024-01-17 08:09:00,3,Website
1375,Montgomery,819,2024-06-30 08:48:00,25,2024-06-30 09:13:00,2,Mobile App
1376,Birmingham,1761,2024-01-13 14:40:00,152,2024-01-13 17:12:00,4,Website
1377,Mobile,619,2024-11-11 20:54:00,50,2024-11-11 21:44:00,4,Mobile App
1378,Rural North,1629,2024-04-13 17:30:00,41,2024-04-13 18:11:00,3,In-person
1379,Rural South,4969,2024-04-09 21:54:00,210,2024-04-10 01:24:00,1,Call
1380,Birmingham,4266,2024-03-19 04:28:00,89,2024-03-19 05:57:00,5,Call
1381,Montgomery,3710,2023-01-28 18:41:00,105,2023-01-28 20:26:00,3,In-person
1382,Birmingham,1972,2023-07-20 16:09:00,109,2023-07-20 17:58:00,1,Website
1383,Birmingham,3255,2023-03-10 11:20:00,115,2023-03-10 13:15:00,5,Call
1384,Montgomery,2368,2024-12-28 19:21:00,65,2024-12-28 20:26:00,4,Mobile App
1385,Mobile,3357,2023-11-06 10:40:00,109,2023-11-06 12:29:00,4,Website
1386,Montgomery,1012,2024-03-04 15:35:00,216,2024-03-04 19:11:00,4,Mobile App
1387,Birmingham,4588,2024-10-07 23:02:00,116,2024-10-08 00:58:00,1,In-person
1388,Mobile,2380,2023-02-20 09:13:00,51,2023-02-20 10:04:00,1,Website
1389,Mobile,566,2024-01-07 04:25:00,13,2024-01-07 04:38:00,2,Call
1390,Mobile,3723,2023-05-16 00:08:00,59,2023-05-16 01:07:00,2,In-person
1391,Rural South,4289,2024-12-18 16:09:00,489,2024-12-19 00:18:00,3,Website
1392,Mobile,3108,2024-09-05 10:57:00,106,2024-09-05 12:43:00,1,In-person
1393,Montgomery,3327,2024-09-08 10:33:00,539,2024-09-08 19:32:00,2,Call
1394,Rural South,4874,2023-06-05 21:19:00,28,2023-06-05 21:47:00,4,In-person
1395,Mobile,3843,2023-04-17 15:39:00,28,2023-04-17 16:07:00,2,Website
1396,Mobile,4844,2024-03-16 09:31:00,47,2024-03-16 10:18:00,2,In-person
1397,Birmingham,991,2023-06-01 02:37:00,269,2023-06-01 07:06:00,1,Call
1398,Rural North,1553,2024-08-28 06:53:00,1,2024-08-28 06:54:00,5,In-person
1399,Montgomery,4084,2024-11-26 19:51:00,125,2024-11-26 21:56:00,5,Website
1400,Rural South,884,2024-03-12 05:13:00,130,2024-03-12 07:23:00,2,Mobile App
1401,Rural North,3052,2024-04-30 06:48:00,10,2024-04-30 06:58:00,3,Call
1402,Birmingham,2425,2023-07-10 20:47:00,319,2023-07-11 02:06:00,2,In-person
1403,Mobile,3193,2023-12-03 09:04:00,143,2023-12-03 11:27:00,4,Call
1404,Montgomery,3572,2023-06-02 23:23:00,68,2023-06-03 00:31:00,4,Website
1405,Mobile,4873,2024-04-06 22:44:00,443,2024-04-07 06:07:00,2,In-person
1406,Rural North,20,2024-10-17 05:43:00,89,2024-10-17 07:12:00,3,Call
1407,Birmingham,1788,2023-06-25 19:52:00,47,2023-06-25 20:39:00,4,In-person
1408,Mobile,1234,2024-08-17 15:27:00,88,2024-08-17 16:55:00,3,In-person
1409,Birmingham,4076,2024-08-11 11:44:00,144,2024-08-11 14:08:00,4,Website
1410,Birmingham,4384,2023-11-24 19:14:00,428,2023-11-25 02:22:00,1,In-person
1411,Rural North,290,2024-04-03 09:11:00,71,2024-04-03 10:22:00,2,Website
1412,Rural South,1164,2023-06-08 13:56:00,55,2023-06-08 14:51:00,3,Call
1413,Montgomery,2104,2023-11-16 12:33:00,329,2023-11-16 18:02:00,3,Call
1414,Montgomery,1805,2023-07-13 10:46:00,180,2023-07-13 13:46:00,3,Mobile App
1415,Birmingham,2749,2023-02-17 09:57:00,73,2023-02-17 11:10:00,2,Call
1416,Huntsville,80,2024-10-19 03:40:00,55,2024-10-19 04:35:00,1,Mobile App
1417,Rural South,997,2023-01-01 21:30:00,64,2023-01-01 22:34:00,2,In-person
1418,Huntsville,882,2023-08-09 16:55:00,1,2023-08-09 16:56:00,4,In-person
1419,Rural South,2436,2023-07-13 05:42:00,76,2023-07-13 06:58:00,5,Call
1420,Rural North,2866,2023-02-07 10:43:00,7,2023-02-07 10:50:00,3,In-person
1421,Huntsville,1517,2024-08-01 17:29:00,137,2024-08-01 19:46:00,5,Call
1422,Huntsville,4686,2023-05-17 17:53:00,308,2023-05-17 23:01:00,1,Mobile App
1423,Montgomery,2279,2023-10-13 11:19:00,481,2023-10-13 19:20:00,4,Call
1424,Birmingham,1051,2023-04-23 06:30:00,121,2023-04-23 08:31:00,2,Call
1425,Huntsville,4170,2023-01-12 09:49:00,53,2023-01-12 10:42:00,4,Website
1426,Mobile,3760,2024-01-16 23:14:00,93,2024-01-17 00:47:00,5,Website
1427,Montgomery,2382,2024-07-26 15:16:00,234,2024-07-26 19:10:00,5,Call
1428,Rural North,264,2024-04-29 01:21:00,144,2024-04-29 03:45:00,4,Call
1429,Rural North,273,2023-12-17 12:12:00,85,2023-12-17 13:37:00,4,In-person
1430,Rural South,3039,2024-06-28 10:02:00,35,2024-06-28 10:37:00,5,In-person
1431,Mobile,4529,2024-09-14 22:56:00,110,2024-09-15 00:46:00,1,Website
1432,Montgomery,4358,2024-06-12 01:38:00,18,2024-06-12 01:56:00,3,Call
1433,Rural North,2860,2024-01-25 06:11:00,86,2024-01-25 07:37:00,2,Website
1434,Birmingham,3598,2023-02-06 17:00:00,155,2023-02-06 19:35:00,3,Call
1435,Rural North,4078,2023-02-19 10:09:00,21,2023-02-19 10:30:00,1,In-person
1436,Huntsville,4024,2023-03-29 07:21:00,142,2023-03-29 09:43:00,2,Call
1437,Mobile,3705,2024-11-22 12:53:00,19,2024-11-22 13:12:00,5,Call
1438,Huntsville,1749,2023-03-13 06:03:00,213,2023-03-13 09:36:00,5,Mobile App
1439,Mobile,4904,2023-09-12 11:39:00,246,2023-09-12 15:45:00,2,In-person
1440,Mobile,2453,2023-06-25 18:55:00,72,2023-06-25 20:07:00,2,In-person
1441,Huntsville,3176,2024-11-25 02:01:00,131,2024-11-25 04:12:00,1,Mobile App
1442,Rural North,3316,2024-02-11 10:44:00,11,2024-02-11 10:55:00,4,Mobile App
1443,Birmingham,4327,2023-11-23 12:03:00,1,2023-11-23 12:04:00,2,In-person
1444,Mobile,2787,2023-03-28 17:21:00,22,2023-03-28 17:43:00,2,Mobile App
1445,Huntsville,814,2023-12-15 20:49:00,139,2023-12-15 23:08:00,5,Mobile App
1446,Mobile,4247,2023-11-28 17:30:00,100,2023-11-28 19:10:00,3,In-person
1447,Montgomery,1926,2023-03-02 06:36:00,64,2023-03-02 07:40:00,5,Mobile App
1448,Montgomery,583,2024-01-07 03:18:00,158,2024-01-07 05:56:00,3,Website
1449,Huntsville,2923,2024-12-25 04:00:00,122,2024-12-25 06:02:00,3,Website
1450,Birmingham,1398,2023-02-26 09:21:00,87,2023-02-26 10:48:00,2,Call
1451,Huntsville,4094,2024-09-02 22:48:00,19,2024-09-02 23:07:00,1,Website
1452,Huntsville,2809,2024-01-27 08:01:00,55,2024-01-27 08:56:00,3,Website
1453,Rural South,1956,2023-02-03 08:08:00,99,2023-02-03 09:47:00,4,Website
1454,Birmingham,4611,2023-08-19 21:17:00,50,2023-08-19 22:07:00,1,In-person
1455,Huntsville,3855,2024-10-29 17:35:00,60,2024-10-29 18:35:00,1,Website
1456,Huntsville,2119,2024-11-27 10:05:00,178,2024-11-27 13:03:00,4,Mobile App
1457,Rural North,3006,2024-12-27 20:27:00,131,2024-12-27 22:38:00,3,In-person
1458,Huntsville,4814,2023-02-05 08:59:00,129,2023-02-05 11:08:00,3,Call
1459,Mobile,2603,2023-06-30 00:35:00,254,2023-06-30 04:49:00,5,Mobile App
1460,Rural South,4371,2024-10-04 14:01:00,74,2024-10-04 15:15:00,5,Website
1461,Mobile,2530,2023-11-28 03:24:00,206,2023-11-28 06:50:00,3,In-person
1462,Rural North,4541,2023-10-08 01:11:00,32,2023-10-08 01:43:00,2,In-person
1463,Mobile,503,2024-11-17 10:27:00,200,2024-11-17 13:47:00,5,Website
1464,Rural North,4900,2023-10-04 20:16:00,9,2023-10-04 20:25:00,2,In-person
1465,Mobile,4182,2024-10-13 17:22:00,159,2024-10-13 20:01:00,2,Call
1466,Rural North,58,2024-04-03 01:51:00,117,2024-04-03 03:48:00,4,In-person
1467,Huntsville,2616,2023-11-08 04:30:00,364,2023-11-08 10:34:00,2,Call
1468,Birmingham,4504,2024-05-06 20:59:00,28,2024-05-06 21:27:00,5,In-person
1469,Rural South,382,2023-06-13 07:52:00,209,2023-06-13 11:21:00,2,Call
1470,Rural North,3631,2023-10-11 14:36:00,43,2023-10-11 15:19:00,3,Call
1471,Mobile,1265,2023-09-24 11:19:00,260,2023-09-24 15:39:00,4,Call
1472,Birmingham,4533,2024-06-16 11:22:00,77,2024-06-16 12:39:00,5,In-person
1473,Rural South,3041,2023-05-17 22:40:00,13,2023-05-17 22:53:00,5,Mobile App
1474,Mobile,368,2024-03-29 00:24:00,9,2024-03-29 00:33:00,3,Website
1475,Huntsville,3141,2023-04-03 15:09:00,29,2023-04-03 15:38:00,3,Website
1476,Huntsville,1585,2024-10-18 05:38:00,57,2024-10-18 06:35:00,1,In-person
1477,Rural North,4677,2023-05-29 22:48:00,143,2023-05-30 01:11:00,3,Website
1478,Rural North,4096,2024-11-20 03:27:00,51,2024-11-20 04:18:00,3,Call
1479,Birmingham,2175,2023-10-25 11:25:00,40,2023-10-25 12:05:00,3,Mobile App
1480,Montgomery,651,2023-04-19 16:23:00,472,2023-04-20 00:15:00,3,Website
1481,Mobile,4984,2023-05-19 18:26:00,49,2023-05-19 19:15:00,3,Call
1482,Mobile,2246,2024-04-13 23:27:00,201,2024-04-14 02:48:00,3,In-person
1483,Montgomery,3362,2023-07-11 07:00:00,21,2023-07-11 07:21:00,3,Website
1484,Montgomery,2534,2023-05-26 21:57:00,57,2023-05-26 22:54:00,1,Website
1485,Montgomery,2977,2024-01-21 07:15:00,6,2024-01-21 07:21:00,5,Call
1486,Rural South,433,2023-10-05 02:47:00,209,2023-10-05 06:16:00,2,Call
1487,Mobile,917,2023-09-19 09:05:00,60,2023-09-19 10:05:00,2,Website
1488,Birmingham,369,2023-09-19 02:48:00,53,2023-09-19 03:41:00,5,Mobile App
1489,Birmingham,423,2023-07-14 08:15:00,560,2023-07-14 17:35:00,1,Mobile App
1490,Huntsville,2513,2024-02-20 23:36:00,92,2024-02-21 01:08:00,2,Mobile App
1491,Mobile,385,2023-01-29 23:25:00,19,2023-01-29 23:44:00,5,Call
1492,Rural North,2198,2023-03-18 19:16:00,87,2023-03-18 20:43:00,4,Website
1493,Mobile,3109,2023-08-23 06:30:00,10,2023-08-23 06:40:00,2,In-person
1494,Rural North,1343,2024-05-17 08:11:00,156,2024-05-17 10:47:00,3,In-person
1495,Mobile,4049,2023-03-20 19:38:00,2,2023-03-20 19:40:00,4,Mobile App
1496,Huntsville,4774,2023-04-03 00:41:00,167,2023-04-03 03:28:00,1,Website
1497,Rural South,1442,2023-11-02 23:06:00,18,2023-11-02 23:24:00,2,Call
1498,Rural South,596,2024-07-27 22:41:00,297,2024-07-28 03:38:00,1,Mobile App
1499,Mobile,4303,2024-03-22 10:09:00,368,2024-03-22 16:17:00,3,Call
1500,Mobile,3582,2024-10-14 06:40:00,56,2024-10-14 07:36:00,3,Website
1501,Rural South,4496,2024-11-17 07:43:00,160,2024-11-17 10:23:00,1,Website
1502,Montgomery,3726,2024-07-21 19:02:00,548,2024-07-22 04:10:00,3,Call
1503,Rural North,3221,2024-07-06 19:40:00,247,2024-07-06 23:47:00,3,Website
1504,Birmingham,3161,2023-01-23 21:11:00,336,2023-01-24 02:47:00,4,In-person
1505,Montgomery,2895,2023-11-22 02:20:00,372,2023-11-22 08:32:00,1,Website
1506,Huntsville,4354,2024-05-14 06:58:00,233,2024-05-14 10:51:00,5,Mobile App
1507,Birmingham,2230,2023-08-21 00:37:00,72,2023-08-21 01:49:00,2,In-person
1508,Mobile,1501,2023-09-06 18:33:00,114,2023-09-06 20:27:00,4,Website
1509,Birmingham,684,2023-04-11 03:32:00,82,2023-04-11 04:54:00,1,In-person
1510,Birmingham,4012,2024-07-07 23:30:00,168,2024-07-08 02:18:00,3,In-person
1511,Rural South,4467,2024-12-27 23:52:00,90,2024-12-28 01:22:00,1,In-person
1512,Mobile,3632,2024-11-29 17:12:00,176,2024-11-29 20:08:00,2,Call
1513,Huntsville,1107,2023-11-02 03:59:00,44,2023-11-02 04:43:00,1,Mobile App
1514,Montgomery,2875,2024-10-14 12:57:00,6,2024-10-14 13:03:00,2,Call
1515,Rural North,3878,2023-08-04 05:56:00,234,2023-08-04 09:50:00,3,In-person
1516,Huntsville,3670,2023-09-29 02:33:00,231,2023-09-29 06:24:00,4,In-person
1517,Mobile,110,2024-11-29 11:57:00,170,2024-11-29 14:47:00,5,Call
1518,Rural North,333,2023-09-24 05:13:00,104,2023-09-24 06:57:00,4,In-person
1519,Rural South,3445,2023-09-08 21:41:00,119,2023-09-08 23:40:00,2,Mobile App
1520,Huntsville,2023,2023-04-23 00:41:00,43,2023-04-23 01:24:00,4,In-person
1521,Rural South,4480,2023-08-18 19:54:00,76,2023-08-18 21:10:00,5,In-person
1522,Huntsville,2409,2024-08-26 12:00:00,243,2024-08-26 16:03:00,2,Mobile App
1523,Mobile,1722,2024-11-08 13:21:00,256,2024-11-08 17:37:00,1,Call
1524,Montgomery,385,2024-05-04 17:12:00,106,2024-05-04 18:58:00,5,Mobile App
1525,Mobile,3437,2023-03-09 23:35:00,54,2023-03-10 00:29:00,5,Call
1526,Montgomery,1558,2023-01-15 12:21:00,365,2023-01-15 18:26:00,1,In-person
1527,Rural South,1208,2024-07-23 19:07:00,31,2024-07-23 19:38:00,1,Call
1528,Birmingham,3617,2024-06-03 14:31:00,157,2024-06-03 17:08:00,1,Call
1529,Rural South,2320,2023-09-13 06:44:00,242,2023-09-13 10:46:00,2,Website
1530,Rural North,1065,2023-09-09 06:25:00,382,2023-09-09 12:47:00,4,Mobile App
1531,Rural North,2333,2024-03-18 13:02:00,4,2024-03-18 13:06:00,3,Mobile App
1532,Huntsville,2485,2024-05-17 13:27:00,116,2024-05-17 15:23:00,4,Mobile App
1533,Rural South,3712,2023-12-01 12:48:00,33,2023-12-01 13:21:00,4,In-person
1534,Huntsville,4572,2023-04-12 10:55:00,15,2023-04-12 11:10:00,5,In-person
1535,Mobile,1394,2024-12-16 14:22:00,22,2024-12-16 14:44:00,1,Call
1536,Montgomery,3629,2023-11-05 09:57:00,4,2023-11-05 10:01:00,2,Call
1537,Mobile,1238,2023-11-11 15:47:00,62,2023-11-11 16:49:00,1,Call
1538,Birmingham,1905,2024-09-14 16:20:00,57,2024-09-14 17:17:00,1,In-person
1539,Birmingham,2669,2023-11-22 15:17:00,59,2023-11-22 16:16:00,4,Mobile App
1540,Montgomery,2439,2023-03-27 13:46:00,127,2023-03-27 15:53:00,4,Call
1541,Mobile,4821,2023-07-07 15:16:00,18,2023-07-07 15:34:00,4,Website
1542,Huntsville,4635,2023-12-06 22:57:00,87,2023-12-07 00:24:00,1,Website
1543,Rural North,2010,2023-11-13 14:45:00,41,2023-11-13 15:26:00,3,Call
1544,Mobile,2717,2023-12-19 01:33:00,55,2023-12-19 02:28:00,5,Mobile App
1545,Montgomery,160,2023-10-22 11:23:00,114,2023-10-22 13:17:00,3,Call
1546,Rural South,731,2023-08-02 20:03:00,137,2023-08-02 22:20:00,2,Call
1547,Rural South,492,2023-09-28 05:17:00,90,2023-09-28 06:47:00,1,Call
1548,Mobile,3293,2024-11-24 01:17:00,260,2024-11-24 05:37:00,4,Mobile App
1549,Mobile,436,2023-03-14 17:02:00,53,2023-03-14 17:55:00,2,Mobile App
1550,Birmingham,4600,2023-02-04 05:32:00,197,2023-02-04 08:49:00,2,In-person
1551,Rural South,2101,2024-09-01 01:57:00,8,2024-09-01 02:05:00,5,Call
1552,Mobile,2478,2024-11-29 17:11:00,446,2024-11-30 00:37:00,4,Mobile App
1553,Huntsville,775,2024-01-15 15:48:00,74,2024-01-15 17:02:00,2,Website
1554,Mobile,2728,2024-07-11 05:47:00,208,2024-07-11 09:15:00,3,Website
1555,Birmingham,4008,2024-04-03 13:03:00,62,2024-04-03 14:05:00,5,Call
1556,Mobile,4153,2023-04-28 00:20:00,46,2023-04-28 01:06:00,5,Website
1557,Birmingham,3890,2023-12-16 05:35:00,14,2023-12-16 05:49:00,2,Website
1558,Huntsville,4799,2024-06-16 15:55:00,141,2024-06-16 18:16:00,1,Website
1559,Rural North,1573,2024-06-09 02:34:00,34,2024-06-09 03:08:00,3,Website
1560,Mobile,4979,2023-01-18 21:43:00,36,2023-01-18 22:19:00,5,In-person
1561,Rural South,2638,2024-02-19 00:27:00,1,2024-02-19 00:28:00,4,Call
1562,Montgomery,3204,2023-02-24 01:36:00,37,2023-02-24 02:13:00,4,Website
1563,Birmingham,3676,2024-11-10 15:44:00,184,2024-11-10 18:48:00,3,Call
1564,Birmingham,3874,2024-05-22 10:32:00,22,2024-05-22 10:54:00,2,In-person
1565,Huntsville,4112,2023-02-06 10:16:00,45,2023-02-06 11:01:00,5,Call
1566,Mobile,3805,2023-01-13 23:20:00,52,2023-01-14 00:12:00,5,In-person
1567,Birmingham,4491,2023-04-20 05:26:00,228,2023-04-20 09:14:00,5,Mobile App
1568,Birmingham,1109,2023-04-11 14:10:00,15,2023-04-11 14:25:00,2,Call
1569,Rural North,4095,2023-05-08 19:54:00,7,2023-05-08 20:01:00,5,Call
1570,Rural North,811,2024-09-01 20:24:00,11,2024-09-01 20:35:00,4,Mobile App
1571,Montgomery,524,2023-02-10 23:33:00,53,2023-02-11 00:26:00,5,Mobile App
1572,Rural North,1196,2023-11-09 04:05:00,15,2023-11-09 04:20:00,1,In-person
1573,Rural South,3839,2023-06-29 15:02:00,164,2023-06-29 17:46:00,2,In-person
1574,Mobile,384,2023-08-19 19:17:00,35,2023-08-19 19:52:00,5,Mobile App
1575,Birmingham,642,2023-03-12 03:12:00,67,2023-03-12 04:19:00,5,Mobile App
1576,Rural North,3102,2024-05-04 05:00:00,65,2024-05-04 06:05:00,3,In-person
1577,Rural South,4000,2024-04-15 09:36:00,12,2024-04-15 09:48:00,5,Mobile App
1578,Birmingham,4514,2024-07-24 09:07:00,218,2024-07-24 12:45:00,4,Mobile App
1579,Huntsville,1941,2024-02-03 01:00:00,342,2024-02-03 06:42:00,4,Mobile App
1580,Mobile,2325,2024-06-12 19:18:00,90,2024-06-12 20:48:00,3,In-person
1581,Montgomery,4112,2024-10-28 05:51:00,13,2024-10-28 06:04:00,1,Mobile App
1582,Huntsville,300,2023-12-03 01:07:00,445,2023-12-03 08:32:00,1,Mobile App
1583,Mobile,674,2023-10-29 06:28:00,0,2023-10-29 06:28:00,1,Website
1584,Montgomery,1434,2024-11-15 06:42:00,339,2024-11-15 12:21:00,3,Call
1585,Montgomery,2454,2023-02-06 06:12:00,96,2023-02-06 07:48:00,3,Mobile App
1586,Rural North,309,2024-10-07 00:24:00,86,2024-10-07 01:50:00,4,Mobile App
1587,Rural North,537,2024-02-04 06:31:00,232,2024-02-04 10:23:00,2,Mobile App
1588,Mobile,1270,2023-04-30 19:09:00,453,2023-05-01 02:42:00,2,Call
1589,Huntsville,403,2023-11-01 12:08:00,75,2023-11-01 13:23:00,1,Mobile App
1590,Montgomery,3386,2024-11-23 15:31:00,130,2024-11-23 17:41:00,2,Website
1591,Rural South,3788,2024-10-30 16:47:00,37,2024-10-30 17:24:00,5,In-person
1592,Mobile,1466,2023-01-09 07:36:00,898,2023-01-09 22:34:00,1,In-person
1593,Birmingham,3408,2023-11-16 04:51:00,138,2023-11-16 07:09:00,4,In-person
1594,Rural South,2983,2023-06-07 15:46:00,72,2023-06-07 16:58:00,2,Mobile App
1595,Rural North,2723,2023-12-17 04:49:00,74,2023-12-17 06:03:00,3,In-person
1596,Birmingham,4496,2023-11-01 22:54:00,270,2023-11-02 03:24:00,2,Call
1597,Birmingham,2050,2024-10-16 01:58:00,225,2024-10-16 05:43:00,4,In-person
1598,Rural North,4015,2024-08-10 08:13:00,20,2024-08-10 08:33:00,1,Website
1599,Rural North,105,2024-08-04 08:18:00,48,2024-08-04 09:06:00,4,Call
